Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",Naziv,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",Geografska širina,Geografska dužina
Nesanitarne deponije,2019,OPŠTINA UB,105884538,7188927,Ub,"Bogdanovica, Ub, 744514",744514,14210,Vojvode Mišića 20b 20b,0631175471,014411260,INFO@OPSTINAUB.ORG.RS,8411,Bogdanovica,Deponija u Bogdanovici,KP.br 524/1 i 525/1,2004,2021.0,8672.0,"Šarbane, Brgule, Banjani, Vrelo, Bogdanovica, Ub",Da,Da,Da,Da,Da,Ne,Ne,Kolubarski,"VALJEVO, OBRENOVAC, LAZAREVAC, UB, BARAJEVO, VLADIMIRCI, LAJKOVAC, MIONICA, KOCELJEVA, OSEČINA, LJIG","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2004.0,Da,2005.0,ne,,Delimično,Delimično,Da,44.4752325,20.0887888
Nesanitarne deponije,2019,JAVNO KOMUNALNO-STAMBENO PREDUZEĆE TOPOLA,101223270,7123582,Topola,"Topola (varošica), Topola, 742228",742228,34310,Milivoja Petrovića Blaznavca 6,034/6811-075,034/6811-075,jksptopola@yahoo.com,3600,Topola (selo),Torovi,2539 i 2540 KO Topola Selo,1970,,8000.0,"Natalinci, Božurnja, Topola (varošica), Topola (selo), Svetlić, Donja Trešnjevica, Junkovac, Gorovič, Manojlovci, Rajkovac, Donja Trnava, Gornja Trnava, Lipovac, Kloka, Jarmenovci, Blaznava, Šume, Vojkovci, Jelenac, Pavlovac, Vinča, Zagorica, Plaskovac, Ovsište, Donja Šatornja, Maskar, Žabare, Krćevac, Guriševci",Ne,Da,Da,Ne,Ne,Ne,Ne,Šumadijski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2005.0,Ne,,ne,,Ne,Ne,Da,44.2700821,20.6796526
Nesanitarne deponije,2019,OPŠTINSKA UPRAVA MEROŠINA,100758336,7187068,Merošina,"Merošina, Merošina, 727997",727997,18252,Cara Lazara 17,0184892035,,opstinamerosina@gmail.com,8411,Merošina,Merošina,1456 i 1457/1,2000,,4000.0,Merošina,Ne,Ne,Ne,Ne,Ne,Ne,Ne,nišavski okrug,"grad Niš,opština Doljevac,opština Gadžin Han, opština Merošina, opština Aleksinac,opština Svrljig","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Privremeno,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,43.2660422,21.7040037
Nesanitarne deponije,2019,OPŠTINA RAŠKA,101609280,7175485,Raška,"Raška, Raška, 737445",737445,36350,IBARSKA 2 2,062450628,,info@raska.gov.rs,8411,Raška,Razdolje,"147 KO Raška, 4696 i 4695 KO Rvati",1984,,7000.0,Raška,Ne,Da,Ne,Ne,Da,Ne,Da,Kraljevo,"Kraljevo, Vrnjačka Banja, Trstenik, Paraćin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,43.291414,20.6367963
Nesanitarne deponije,2019,OPŠTINA NOVI KNEŽEVAC,101460424,8385327,Novi Kneževac,"Novi Kneževac, Novi Kneževac, 802689",802689,23330,KRALJA PETRA I KARAĐORĐEVIĆA 1 1,023082055,,teodora.jakic@sepa.gov.rs,8411,Novi Kneževac,Smetlište Novi Kneževac,3584 K.O. Novi Kneževac,1984,,4637.0,"Novi Kneževac, Đala, Siget, Banatsko Aranđelovo, Srpski Krstur, Majdan, Filić, Rabe, Podlokanj",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Subotica,"Kanjiža, Subotica, Bačka Topola, Čoka, Mali Iđoš, Senta","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Ne,,,,,,,,,46.075846,20.1027
Nesanitarne deponije,2019,Opštinska uprava svrljig,102025507,7327340,Svrljig,"Svrljig, Svrljig, 739090",739090,18360,Radetova  31,0606154844,,ousvrljig@gmail.com,8411,Tijovac,Tijovac Mačja glava,"1148,1147,81/1,1178/1",1987,,4018.0,Svrljig,Da,Da,Ne,Ne,Da,Ne,Ne,Nišavski okrug,nema,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,43.4576345,22.2032516
Nesanitarne deponije,2019,"JAVNO PREDUZEĆE KOMUNAL MALI IĐOŠ, MALI IĐOŠ",109346787,21165662,Mali Iđoš,"Mali Iđoš, Mali Iđoš, 802506",802506,24321,GLAVNA ULICA  32,0631199401,,jpkomunal.maliidjos@gmail.com,3600,Lovćenac,Deponija Lovćenac,1054,1990,2030.0,288.0,Lovćenac,Da,Da,Da,Ne,Ne,Ne,Ne,Subotica - Regionalna deponija,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Ne,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,45.6895345,19.6988385
Nesanitarne deponije,2019,JKP BEOČIN,101235168,8028362,Beočin,"Beočin, Beočin, 800902",800902,21300,Desanke Maksimović 52,021/871-246,021/871-245,office@jkpbeocin.co.rs,3811,Beočin,Tancoš,"1212, 1213 1214 1215, 1345/1, 1345/2, 1348, 1349, 1350, 1351, 1352, 1353",1970,2050.0,4000.0,"Susek, Banoštor, Lug, Rakovac, Beočin, Čerević, Grabovo, Sviloš",Ne,Da,Da,Ne,Ne,Ne,Ne,Novi Sad,"Novi Sad, Bački Petrovac, Bačka Palanka, Vrbas, Temerin, Srbobran i Žabalj","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Ne,Ne,Da,2019.0,Da,2019.0,ne,,Ne,Delimično,Ne,45.2017398,19.7038667
Nesanitarne deponije,2019,OPŠTINA BOLJEVAC,102026307,7223692,Boljevac,"Boljevac, Boljevac, 706213",706213,19370,Kralja Aleksandra 24,065/2004355,,natasha.grbovic@gmail.com,8411,Boljevac,Obla,10189,1994,2025.0,3120.0,"Boljevac Selo, Ilino, Bogovina, Sumrakovac, Podgorac, Osnić, Dobro Polje, Savinac, Jablanica, Rtanj, Dobrujevac, Mali Izvor",Da,Ne,Ne,Ne,Ne,Ne,Ne,zaječarskom,"Zaječar, Bor, Knjaževac, Majdanpek, Kladovo i Negotin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Ne,Ne,Da,2019.0,Da,2019.0,ne,,Delimično,Ne,Ne,43.807785,21.872181
Nesanitarne deponije,2019,OPŠTINA KNJAŽEVAC,102106760,7212674,Knjaževac,"Knjaževac, Knjaževac, 717657",717657,19350,MILOŠA OBILIĆA 1 1,0648643314,,soknjazevac@mts.rs,8411,Knjaževac,deponija lug,3415/1,1950,,9000.0,Knjaževac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,ZAJEČAR,"Zaječar. Bor, Boljevac, Negotin. Kladovo i Majdanpek","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2006.0,Da,2006.0,ne,,Ne,Ne,Da,43.580309,22.262006
Nesanitarne deponije,2019,KOMUNALNO JAVNO PREDUZEĆE MORAVA SVILAJNAC,101475166,7253931,Svilajnac,"Svilajnac, Svilajnac, 738654",738654,35210,SVETOG SAVE 84,035312250,,kjpmorava@kjpmorava.rs,3600,Svilajnac,Badra,k. p. br. 2100 KO Svilajnac,1970,,10000.0,"Gložane, Kupinovac, Mačevac, Roćevac, Crkvenac, Dubnica, Bobovo, Đurinac, Lukovica, Svilajnac, Radošin, Troponje, Grabovac, Bresje, Kušiljevo, Subotica, Proštinac, Dublje, Vojska, Roanda, Vrlane, Sedlare",Ne,Da,Ne,Ne,Da,Ne,Ne,Šumadija - FCC Eko Lapovo,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2000.0,Da,2000.0,delimicno,Sanacija,Delimično,Delimično,Da,44.0,21.0
Nesanitarne deponije,2019,OPŠTINA KANJIŽA,100871672,8141231,Kanjiža,"Kanjiža, Kanjiža, 802018",802018,24420,TRG GLAVNI 1 1,0648062092,,marijam@kanjiza.rs,8411,Mali Pesak,Mali Pesak,"5989, 6015/1, 6015/2 ko Martonoš",1981,2020.0,9000.0,"Velebit, Totovo Selo, Mali Pesak, Doline, Male Pijace, Orom, Kanjiža, Adorjan, Horgoš, Novo Selo, Trešnjevac, Vojvoda Zimonić, Martonoš",Da,Da,Da,Ne,Ne,Ne,Ne,Rgionalni sistem upravljanja čvrstim komunalnim otpadom SUbotica,"Bačka Topola, Subotica, Mali Iđoš, Senta, Novi Kneževac i Čoka",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2012.0,Ne,,ne,,Ne,Ne,Da,46.089054,20.017072
Nesanitarne deponije,2019,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Sivac,Stara Ciglana,8920,1990,,3025.0,Sivac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zapadno-bačkom,"Sombor,Apatin Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2011.0,ne,,Delimično,Ne,Da,45.73294,19.372397
Nesanitarne deponije,2019,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Crvenka,Volujak,9355,1976,,6800.0,"Nova Crvenka, Crvenka",Ne,Da,Ne,Ne,Ne,Ne,Ne,Zapadno-bačkom,"Sombor, Apatin , Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2011.0,ne,,Ne,Ne,Da,45.4124,19.2526
Nesanitarne deponije,2019,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Kula,Lapoš,"9521,9520,9420,9423,9422,9421,9531,9532,9530",1990,,83700.0,"Kula, Kruščić, Lipar, Ruski Krstur",Ne,Ne,Ne,Ne,Da,Ne,Ne,Zapadno bačkom,"Sombor,Apatin Odžaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2012.0,ne,,Ne,Ne,Da,45.3337,19.3256
Nesanitarne deponije,2022,JKP STANDARD,101092243,8137005,Ada,"Ada, Ada, 800015",800015,24430,8. Oktobar 1,024/851-834,024/851-834,jkpstandardada@gmail.com,3600,Ada,Opštinska deponika komunalnog otpada,"15534, 15535, 15556, 15558 k.o. Ada",1985,,7500.0,"Sterijino, Ada, Mol",Da,Da,Da,Ne,Da,Ne,Da,Kikinda - Novi Bečej,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Do 3 godine eksploatacije,Da,Ne,Da,2018.0,Ne,,delimicno,Sanacija,Delimično,Ne,Ne,45.7958676,20.1013361
Nesanitarne deponije,2022,OPŠTINA BOGATIĆ,101442701,7170718,Bogatić,"Bogatić, Bogatić, 705675",705675,15350,MIKE VITOMIROVIĆA 1 1,0628875860,,opstina@bogatic.rs,8411,Dublje,Opštinska deponija za šut,7052 KO Dublje,1990,2022.0,6500.0,"Badovinci, Klenje, Glušci, Dublje, Uzveće, Očage, Bogatić, Sovljak, Banovo Polje, Metković, Crna Bara, Belotić, Glogovac, Salaš Crnobarski",Ne,Ne,Ne,Ne,Ne,Ne,Ne,"Region ""Srem-Mačva""","Grad Šabac i grad Sremska Mitrovica (Potpisan Ugovor o pružanju usluga odlaganja komunalnog otpada sa JKP regionalna deponija ""Srem-Mačva"".","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Ne,Ne,Ne,,,,,,,,,44.7743,19.4726
Nesanitarne deponije,2022,OPŠTINA BOGATIĆ,101442701,7170718,Bogatić,"Bogatić, Bogatić, 705675",705675,15350,MIKE VITOMIROVIĆA 1 1,0628875860,,opstina@bogatic.rs,8411,Bogatić,"Centralna javna deponija ""Nišno polje""",3445 i 3690 KO Bogatić,1990,2022.0,7940.0,"Banovo Polje, Crna Bara, Salaš Crnobarski, Uzveće, Klenje, Bogatić, Glogovac, Dublje, Badovinci, Belotić, Očage, Metković, Sovljak, Glušci",Da,Da,Da,Ne,Ne,Ne,Ne,"Region ""Srem-Mačva""","Potpisan Ugovor o pružanju usluga odlaganja komunalnog otpada sa JKP regionalnom deponijom ""Srem-Mačva""","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Da,2006.0,Da,2006.0,ne,,Delimično,Nije primenljivo,Da,44.8338,19.4535
Nesanitarne deponije,2022,JAVNO PREDUZEĆE ZA KOMUNALNU PRIVREDU LAZAREVAC,102129944,7013922,Beograd-Lazarevac,"Lazarevac, Beograd-Lazarevac, 704091",704091,11550,NIKOLE VUJAČIĆA 28,0118123402,0118123402,komunalno@jpkp.rs,3600,Baroševac,"Deponija komunalnog otpada Polje ""D"" Baroševac",321 KO Baroševac i 327 KO Baroševac,2011,,50000.0,"Vreoci, Stubica, Lazarevac, Barzilovica, Županjac, Čibutkovica, Rudovci, Petka, Vrbovno, Dren, Šopić, Brajkovac, Veliki Crljeni, Dudovica, Arapovac, Burovo, Baroševac, Prkosava, Junkovac, Lukavica, Šušnjar, Mirosaljci, Stepojevac",Ne,Da,Da,Ne,Ne,Ne,Ne,šumadijski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Ne,,,,,,,,,44.4197145,20.3699057
Nesanitarne deponije,2022,OPŠTINA NOVI KNEŽEVAC,101460424,8385327,Novi Kneževac,"Novi Kneževac, Novi Kneževac, 802689",802689,23330,KRALJA PETRA I KARAĐORĐEVIĆA 1 1,023082055,,teodora.jakic@sepa.gov.rs,8411,Novi Kneževac,Smetlište Novi Kneževac,3584 K.O. Novi Kneževac,1984,,0.0,Novi Kneževac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Subotica,"Kanjiža, Subotica, Bačka Topola, Mali Iđoš, Senta, Čoka",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,46.075846,20.1027
Nesanitarne deponije,2022,OPŠTINSKA UPRAVA OPŠTINE KNIĆ,101611061,7186193,Knić,"Knić, Knić, 716995",716995,34240,bb bb,034/510-113,,nacelnik@knic.rs,8411,Knić,Bakčine,kp.br. 1934/1 KO Knić  i kp.br. 1934/2 KO Knić,1981,,6300.0,Knić,Da,Da,Ne,Ne,Ne,Ne,Ne,Šumadijski region,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,43.9368,20.7338
Nesanitarne deponije,2022,OPŠTINA KOCELJEVA,101399396,7353561,Koceljeva,"Koceljeva, Koceljeva, 718513",718513,15220,NEMANJINA 74 74,0648276105,,oukoceljeva@gmail.com,8411,Koceljeva,Stara ciglana (Ringlov),"712/1, 713, 714/1,714/2, 714/3",1980,,10500.0,Koceljeva,Da,Da,Ne,Da,Da,Da,Ne,Kolubarski,"Grad Valjevo, opštine Ub, Lazarevac. Obrenovac, Barajevo, Vladimirci, Ljig, Lajkovac, Mionica, Osečina","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Privremeno,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,44.477232,19.822436
Nesanitarne deponije,2022,OPŠTINSKA UPRAVA ARILJE,100493722,7254628,Arilje,"Arilje, Arilje, 701629",701629,31230,SV.AHILIJE 53 53,0648497307,,radosava.bjekic@arilje.org.rs,8411,Arilje,VIROVO,KP broj 1 KO Cerova,1965,2004.0,5.0,"Virovo, Arilje",Ne,Ne,Ne,Ne,Ne,Ne,Ne,zlatiborski,"Ivanjica, Požega,Kosjerić, Lučani, Čajetina, Bajina Bašta, Užice",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Nekontrolisano odlaganje,Ne,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2019.0,Ne,,ne,,Ne,Ne,Da,43.46204,20.061617
Nesanitarne deponije,2022,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Ruski Krstur,Mesna deponija Ruski Krstur,3285,1987,,2029.0,Ruski Krstur,Da,Ne,Ne,Ne,Ne,Ne,Ne,Zapadno -bački,"Sombor,Apatin,Bač,Odzaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,45.362196,19.311885
Nesanitarne deponije,2022,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Crvenka,Volujak,9355,1976,,3000.0,"Nova Crvenka, Crvenka",Ne,Da,Ne,Ne,Ne,Ne,Ne,Zapadno-bački,"Sombor,Apatin,Bač,Odzaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2011.0,ne,,Ne,Ne,Da,45.4124,19.2526
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Pločica,Seosko smetlište - Pločica,1375 KO Pločica,2003,,900.0,Pločica,Da,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.7147421,20.8746521
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Bavanište,seosko smetlište Bavanište,394 KO Bavanište,1950,,1780.0,Bavanište,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.8301833,20.8673946
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Skorenovac,Seosko smetlište - Skorenovac,2663 KO Skorenovac,1950,,1470.0,Skorenovac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,južnobanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.7701096,20.9094028
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Deliblato,seosko smetlište Deliblato,4814 i 4815 KO Deliblato,1950,,950.0,Deliblato,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.8511724,21.0400591
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Kovin,gradsko smetlište Kovin,10412/1 KO Kovin,1980,,11055.0,Kovin,Da,Da,Ne,Ne,Ne,Da,Da,Pančevo,Nije potpisan sporazum,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.7467258,20.9630099
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Dubovac,Seosko smetlište Dubovac,"1520/1,4531/1 i1319/1 KO Dubovac",1950,,875.0,Dubovac,Da,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatski,Nije potpisan sporazum,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.8023496,21.2041897
Nesanitarne deponije,2022,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Sivac,Stara Ciglana,8920,1990,,2500.0,Sivac,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Zapadno-bačkom,"Sombor,Bač,Odzaci,Apatin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2011.0,ne,,Ne,Ne,Da,45.73294,19.372397
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Gaj,seosko smetlište Gaj,4795/2KO Gaj,1950,,945.0,Gaj,Da,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatski,Nije potpisan sporazum,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.7849088,21.071952
Nesanitarne deponije,2022,Opštinska uprava Kovin,101406134,8135002,Kovin,"Kovin, Kovin, 802352",802352,26220,JNA   5,0648641614,,predsednik@kovin.org.rs,8411,Mramorak,Seosko smetlište Mramorak,6494/2 KO Mramorak,2010,,1000.0,Mramorak,Da,Ne,Ne,Ne,Ne,Ne,Ne,Južnobanatski,Južnobanatski,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Ne,,,,,,,,,44.8665327,20.977646
Nesanitarne deponije,2022,OPŠTINA KULA,100260889,8368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Kula,Lapoš,"9521,9520,9420,9423,9422,9421,9531,9532,9530",1990,,12000.0,"Ruski Krstur, Kula, Kruščić, Lipar",Ne,Ne,Ne,Ne,Da,Ne,Ne,Zapadno-bačkom,"Sombor,Apatin,Bač,Odzaci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011.0,Da,2012.0,ne,,Ne,Ne,Da,45.3337,19.3256
Nesanitarne deponije,2022,OPŠTINA PRIBOJ,101207254,7158289,Priboj,"Priboj, Priboj, 734233",734233,31330,12 JANUAR 108 108,0658460890,,načelnik@priboj.rs,8411,Pribojske Čelice,"""Duboki Potok"" Druglići","1093/2, 1194/1, 1194/2, 1145/1, 1145/2",1983,2025.0,7288.0,Pribojske Čelice,Da,Da,Ne,Da,Da,Ne,Ne,ZLATIBORSKI,"Prijepolje, Nova Varoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2018.0,Da,2018.0,da,Sanacija,Da,Da,Ne,43.4939197,19.6327993
